Time Stamp, NOXCNC1-INST (PPB), NOCNC1-INST (PPB), NO2CNC1-INST (PPB), STABIL-INST (PPM)
03/31/2024 17:52:01,    14.9435,     7.5048,     7.4387,     0.4190
03/31/2024 17:53:01,    15.4159,     7.4110,     8.0049,     0.3601
03/31/2024 17:54:01,    15.0330,     7.0882,     7.9448,     0.2138
03/31/2024 17:55:01,    15.0866,     7.0376,     8.0491,     0.1696
03/31/2024 17:56:01,    15.4337,     7.2990,     8.1347,     0.1648
03/31/2024 17:57:01,    15.9050,     7.3084,     8.5965,     0.3696
03/31/2024 17:58:01,    15.9696,     7.5151,     8.4544,     0.4092
03/31/2024 17:59:01,    15.3078,     7.4237,     7.8842,     0.3763
03/31/2024 18:00:01,    15.2696,     7.4037,     7.8659,     0.2831
03/31/2024 18:01:01,    15.7523,     7.6486,     8.1037,     0.2666
03/31/2024 18:02:01,    15.7225,     7.3808,     8.3417,     0.2519
03/31/2024 18:03:01,    14.7865,     7.2048,     7.5817,     0.2656
03/31/2024 18:04:01,    14.8178,     7.0263,     7.7915,     0.4443
03/31/2024 18:05:01,    14.8350,     7.0486,     7.7864,     0.4458
03/31/2024 18:06:01,    15.5024,     6.8849,     8.6175,     0.3758
03/31/2024 18:07:01,    15.2600,     6.8926,     8.3675,     0.3472
03/31/2024 18:08:01,    15.2621,     7.1466,     8.1155,     0.2972
03/31/2024 18:09:01,    14.5172,     6.9216,     7.5956,     0.3356
03/31/2024 18:10:01,    14.5373,     7.7491,     6.7882,     0.4486
03/31/2024 18:11:01,    15.2124,     8.1324,     7.0801,     0.3549
03/31/2024 18:12:01,    15.1897,     7.8270,     7.3626,     0.3691
03/31/2024 18:13:01,    14.1975,     7.8202,     6.3774,     0.4056
03/31/2024 18:14:01,    14.3221,     8.0917,     6.2303,     0.4910
03/31/2024 18:15:01,    14.0846,     7.5316,     6.5531,     0.5251
03/31/2024 18:16:01,    14.1091,     7.4670,     6.6421,     0.4033
03/31/2024 18:17:01,    13.6512,     6.9347,     6.7164,     0.2051
03/31/2024 18:18:01,    12.9201,     6.9768,     5.9433,     0.4693
03/31/2024 18:19:01,    12.9564,     6.9171,     6.0393,     0.5420
03/31/2024 18:20:01,    14.0863,     6.5847,     7.5017,     0.4975
03/31/2024 18:21:01,    13.5224,     6.9718,     6.5506,     0.3753
03/31/2024 18:22:01,    13.6159,     7.1826,     6.4334,     0.3755
03/31/2024 18:23:01,    13.6644,     7.6925,     5.9719,     0.2791
03/31/2024 18:24:01,    14.4334,     7.6570,     6.7764,     0.2922
03/31/2024 18:25:01,    15.4453,     7.4773,     7.9681,     0.6160
03/31/2024 18:26:01,    15.1878,     7.9692,     7.2186,     0.8179
03/31/2024 18:27:01,    15.2171,     8.7661,     6.4510,     0.6019
03/31/2024 18:28:01,    16.0482,     8.5922,     7.4560,     0.4189
03/31/2024 18:29:01,    17.2671,     8.2427,     9.0245,     0.5359
03/31/2024 18:30:01,    17.2634,     7.9504,     9.3129,     0.9144
03/31/2024 18:31:01,    17.0523,     8.1772,     8.8751,     0.7745
03/31/2024 18:32:01,    16.9368,     8.3722,     8.5646,     0.5061
03/31/2024 18:33:01,    16.8722,     8.0704,     8.8018,     0.2420
03/31/2024 18:34:01,    16.1109,     7.4117,     8.6992,     0.2553
03/31/2024 18:35:01,    16.3797,     7.3767,     9.0031,     0.3616
03/31/2024 18:36:01,    15.6772,     8.1336,     7.5436,     0.4363
03/31/2024 18:37:01,    15.8741,     7.9530,     7.9211,     0.4034
03/31/2024 18:38:01,    15.3521,     7.5643,     7.7878,     0.2511
03/31/2024 18:39:01,    15.4442,     7.1081,     8.3361,     0.2772
03/31/2024 18:40:01,    15.5298,     7.2326,     8.2972,     0.1843
03/31/2024 18:41:01,    16.0381,     7.1651,     8.8730,     0.1910
03/31/2024 18:42:01,    15.5978,     7.0676,     8.5302,     0.2453
03/31/2024 18:43:01,    15.6473,     6.9714,     8.6759,     0.2335
03/31/2024 18:44:01,    15.1142,     7.2497,     7.8646,     0.3325
03/31/2024 18:45:01,    15.5818,     6.7397,     8.8421,     0.3407
03/31/2024 18:46:01,    16.1923,     6.8309,     9.3613,     0.3577
03/31/2024 18:47:01,    16.5748,     6.8931,     9.6817,     0.5145
03/31/2024 18:48:01,    16.2232,     7.8438,     8.3794,     0.4587
03/31/2024 18:49:01,    16.4596,     8.0728,     8.3868,     0.2475
03/31/2024 18:50:01,    16.8294,     8.4012,     8.4281,     0.1611
03/31/2024 18:51:01,    17.1371,     8.9954,     8.1417,     0.3623
03/31/2024 18:52:01,    16.8669,     9.3553,     7.5116,     0.4372
03/31/2024 18:53:01,    16.6023,     9.1959,     7.4064,     0.3630
03/31/2024 18:54:01,    17.2105,     9.2017,     8.0088,     0.2555
03/31/2024 18:55:01,    17.9520,     9.3529,     8.5991,     0.4479
03/31/2024 18:56:01,    18.6653,     9.6105,     9.0548,     0.7200
03/31/2024 18:57:01,    18.7676,     9.7850,     8.9826,     0.8368
03/31/2024 18:58:01,    19.0008,     9.8380,     9.1628,     0.6056
03/31/2024 18:59:01,    20.5330,     9.4931,    11.0399,     0.6630
03/31/2024 19:00:01,    20.0745,     9.3871,    10.6874,     0.7312
03/31/2024 19:01:01,    19.8406,     8.7557,    11.0849,     0.6915
03/31/2024 19:02:01,    19.6474,     8.5582,    11.0892,     0.4883
03/31/2024 19:03:01,    19.2277,     8.3533,    10.8744,     0.4942
03/31/2024 19:04:01,    18.8669,     8.5128,    10.3541,     0.4575
03/31/2024 19:05:01,    18.2007,     8.6310,     9.5697,     0.5135
03/31/2024 19:06:01,    17.3920,     9.4007,     7.9913,     0.6708
03/31/2024 19:07:01,    17.2201,     9.3519,     7.8682,     0.6799
03/31/2024 19:08:01,    17.5457,     9.6221,     7.9236,     0.4985
03/31/2024 19:09:01,    17.6640,     9.6797,     7.9843,     0.2498
03/31/2024 19:10:01,    17.2893,    10.1266,     7.1627,     0.1825
03/31/2024 19:11:01,    18.0674,     9.7014,     8.3660,     0.2467
03/31/2024 19:12:01,    17.9398,     9.0424,     8.8974,     0.3383
03/31/2024 19:13:01,    18.1636,     9.3052,     8.8584,     0.3375
03/31/2024 19:14:01,    17.5272,     9.4356,     8.0916,     0.3481
03/31/2024 19:15:01,    17.2961,     9.0299,     8.2662,     0.3901
03/31/2024 19:16:01,    17.9961,     8.9240,     9.0720,     0.3166
03/31/2024 19:17:01,    18.7487,     8.7387,    10.0100,     0.4371
03/31/2024 19:18:01,    18.6405,     9.4359,     9.2045,     0.5587
03/31/2024 19:19:01,    19.2211,    10.1797,     9.0415,     0.5742
03/31/2024 19:20:01,    19.2680,    10.4108,     8.8571,     0.4643
03/31/2024 19:21:01,    19.5729,    10.4895,     9.0834,     0.3314
03/31/2024 19:22:01,    19.4426,    10.2824,     9.1601,     0.4086
03/31/2024 19:23:01,    19.6662,    10.6790,     8.9872,     0.3236
03/31/2024 19:24:01,    18.8763,    10.0779,     8.7983,     0.3597
03/31/2024 19:25:01,    19.6258,     9.6130,    10.0128,     0.3638
03/31/2024 19:26:01,    19.6349,     7.8790,    11.7559,     0.2596
03/31/2024 19:27:01,    19.2922,     7.5252,    11.7670,     0.2414
03/31/2024 19:28:01,    18.4158,     7.5417,    10.8741,     0.3620
03/31/2024 19:29:01,    18.4100,     7.4463,    10.9637,     0.5642
03/31/2024 19:30:01,    18.6761,     6.8278,    11.8483,     0.4934
03/31/2024 19:31:01,    18.6452,     6.0360,    12.6092,     0.3583
03/31/2024 19:32:01,    18.3409,     6.2944,    12.0465,     0.2296
03/31/2024 19:33:01,    18.2571,     6.7836,    11.4735,     0.2233
03/31/2024 19:34:01,    19.0438,     7.0842,    11.9596,     0.2433
03/31/2024 19:35:01,    19.7398,     6.2837,    13.4561,     0.4658
03/31/2024 19:36:01,    19.1784,     6.2178,    12.9607,     0.6000
03/31/2024 19:37:01,    19.4260,     6.7970,    12.6290,     0.4571
03/31/2024 19:38:01,    19.6086,     7.2778,    12.3308,     0.2984
03/31/2024 19:39:01,    19.6902,     7.0823,    12.6079,     0.2751
03/31/2024 19:40:01,    19.9904,     7.0228,    12.9675,     0.3325
03/31/2024 19:41:01,    19.8904,     7.2570,    12.6334,     0.2269
03/31/2024 19:42:01,    20.2799,     7.5642,    12.7157,     0.2560
03/31/2024 19:43:01,    21.1078,     7.6225,    13.4853,     0.4325
03/31/2024 19:44:01,    21.1167,     7.7052,    13.4115,     0.5881
03/31/2024 19:45:01,    20.8580,     7.6810,    13.1770,     0.4781
03/31/2024 19:46:01,    20.9655,     7.5815,    13.3839,     0.2961
03/31/2024 19:47:01,    20.6351,     7.6062,    13.0289,     0.3014
03/31/2024 19:48:01,    20.3584,     7.0861,    13.2723,     0.2159
03/31/2024 19:49:01,    20.2682,     6.9688,    13.2994,     0.2031
03/31/2024 19:50:01,    19.6796,     7.1379,    12.5416,     0.3454
03/31/2024 19:51:01,    20.0049,     6.7104,    13.2944,     0.4190
03/31/2024 19:52:01,    20.1353,     6.7321,    13.4032,     0.3139
03/31/2024 19:53:01,    20.9065,     6.6836,    14.2228,     0.3953
03/31/2024 19:54:01,    20.8874,     6.6199,    14.2675,     0.5736
03/31/2024 19:55:01,    21.0468,     6.9801,    14.0667,     0.4458
03/31/2024 19:56:01,    21.4582,     7.0698,    14.3884,     0.3353
03/31/2024 19:57:01,    21.7897,     6.7718,    15.0180,     0.2960
03/31/2024 19:58:01,    21.6146,     6.9504,    14.6642,     0.3376
03/31/2024 19:59:01,    22.2871,     7.1154,    15.1717,     0.4537
03/31/2024 20:00:01,    22.4840,     7.1873,    15.2967,     0.4627
03/31/2024 20:01:01,    22.6668,     7.5540,    15.1129,     0.4198
03/31/2024 20:02:01,    23.1262,     7.2407,    15.8855,     0.4706
03/31/2024 20:03:01,    23.4857,     7.8494,    15.6364,     0.4128
03/31/2024 20:04:01,    23.4515,     7.9436,    15.5079,     0.3164
03/31/2024 20:05:01,    22.4288,     7.8623,    14.5665,     0.2795
03/31/2024 20:06:01,    22.3851,     7.6895,    14.6956,     0.4540
03/31/2024 20:07:01,    21.4188,     8.0508,    13.3680,     0.6535
03/31/2024 20:08:01,    20.5909,     7.7210,    12.8699,     0.8225
03/31/2024 20:09:01,    19.2050,     7.4303,    11.7747,     1.0590
03/31/2024 20:10:01,    18.9707,     6.8908,    12.0800,     1.1533
03/31/2024 20:11:01,    18.4093,     6.4452,    11.9641,     0.9700
03/31/2024 20:12:01,    18.2625,     6.8808,    11.3816,     0.6393
03/31/2024 20:13:01,    18.2601,     6.6303,    11.6298,     0.4860
03/31/2024 20:14:01,    18.0240,     6.5740,    11.4500,     0.3672
03/31/2024 20:15:01,    18.6308,     6.1000,    12.5308,     0.2053
03/31/2024 20:16:01,    18.4794,     6.7859,    11.6935,     0.3097
03/31/2024 20:17:01,    19.1640,     6.2924,    12.8716,     0.4308
03/31/2024 20:18:01,    19.3555,     6.1929,    13.1626,     0.4610
03/31/2024 20:19:01,    19.5198,     5.6406,    13.8792,     0.4012
03/31/2024 20:20:01,    18.6408,     5.6135,    13.0273,     0.3536
03/31/2024 20:21:01,    18.6258,     5.5666,    13.0592,     0.4151
03/31/2024 20:22:01,    18.9967,     6.3900,    12.6067,     0.4302
03/31/2024 20:23:01,    19.7972,     6.1864,    13.6108,     0.4567
03/31/2024 20:24:01,    19.4025,     6.7818,    12.6207,     0.5145
03/31/2024 20:25:01,    20.1134,     7.1992,    12.9142,     0.4997
03/31/2024 20:26:01,    20.9210,     8.6225,    12.2985,     0.4322
03/31/2024 20:27:01,    22.7512,     8.8229,    13.9283,     0.9415
03/31/2024 20:28:01,    22.7881,     8.9285,    13.8597,     1.2524
03/31/2024 20:29:01,    22.8807,     9.2570,    13.6237,     1.0508
03/31/2024 20:30:01,    24.1503,    10.0237,    14.1265,     0.7548
03/31/2024 20:31:01,    24.0602,    10.6965,    13.3637,     0.6122
03/31/2024 20:32:01,    25.0022,    10.6356,    14.3666,     0.7148
03/31/2024 20:33:01,    25.7408,    10.6597,    15.0811,     0.8910
03/31/2024 20:34:01,    25.7985,    10.7133,    15.0851,     0.7376
03/31/2024 20:35:01,    26.0316,    10.9536,    15.0780,     0.6825
03/31/2024 20:36:01,    25.9558,    10.5806,    15.3752,     0.2701
03/31/2024 20:37:01,    25.3850,    10.0247,    15.3603,     0.2652
03/31/2024 20:38:01,    26.3400,    10.0361,    16.3040,     0.3076
03/31/2024 20:39:01,    25.2926,    10.0365,    15.2561,     0.3462
03/31/2024 20:40:01,    24.6959,     9.6547,    15.0411,     0.4370
03/31/2024 20:41:01,    24.3093,     9.3662,    14.9431,     0.6849
03/31/2024 20:42:01,    24.3066,     9.4234,    14.8833,     0.7292
03/31/2024 20:43:01,    23.5324,     9.5151,    14.0173,     0.5420
03/31/2024 20:44:01,    23.3343,     9.3842,    13.9501,     0.4687
03/31/2024 20:45:01,    23.0608,     9.6267,    13.4341,     0.5114
03/31/2024 20:46:01,    22.0438,     9.4025,    12.6413,     0.5885
03/31/2024 20:47:01,    22.4602,     9.8280,    12.6322,     0.5730
03/31/2024 20:48:01,    21.8562,     9.5964,    12.2599,     0.5034
03/31/2024 20:49:01,    23.1049,     9.2736,    13.8313,     0.4061
03/31/2024 20:50:01,    23.0591,     9.8872,    13.1720,     0.5782
03/31/2024 20:51:01,    23.1800,     9.8266,    13.3534,     0.5976
03/31/2024 20:52:01,    22.8832,    10.0521,    12.8311,     0.5360
03/31/2024 20:53:01,    24.1609,     9.7426,    14.4182,     0.3314
03/31/2024 20:54:01,    23.2803,    10.3082,    12.9721,     0.3836
03/31/2024 20:55:01,    23.5519,    10.2386,    13.3133,     0.3830
03/31/2024 20:56:01,    23.2445,    11.6692,    11.5753,     0.3437
03/31/2024 20:57:01,    23.4789,    11.2379,    12.2410,     0.2939
03/31/2024 20:58:01,    23.0521,    10.5504,    12.5017,     0.1970
03/31/2024 20:59:01,    23.3743,    10.2818,    13.0925,     0.1950
03/31/2024 21:00:01,    22.7180,    10.7709,    11.9471,     0.2151
03/31/2024 21:01:01,    23.8272,    10.9087,    12.9185,     0.2239
03/31/2024 21:02:01,    23.8625,    10.7851,    13.0774,     0.3402
03/31/2024 21:03:01,    23.4700,     9.3159,    14.1541,     0.3953
03/31/2024 21:04:01,    22.6748,     9.3784,    13.2964,     0.4019
03/31/2024 21:05:01,    22.4439,     9.3945,    13.0494,     0.4752
03/31/2024 21:06:01,    23.2754,     9.0970,    14.1784,     0.4850
03/31/2024 21:07:01,    23.1182,     9.3739,    13.7444,     0.3551
03/31/2024 21:08:01,    23.6630,     8.5172,    15.1459,     0.3658
03/31/2024 21:09:01,    23.3318,     8.5143,    14.8175,     0.3505
03/31/2024 21:10:01,    22.7987,     9.1076,    13.6911,     0.2792
03/31/2024 21:11:01,    23.7059,     8.5695,    15.1363,     0.3031
03/31/2024 21:12:01,    23.6044,     8.2853,    15.3190,     0.3370
03/31/2024 21:13:01,    23.3039,     8.4648,    14.8390,     0.3432
03/31/2024 21:14:01,    22.9875,     8.0467,    14.9408,     0.3377
03/31/2024 21:15:01,    22.5814,     7.4031,    15.1783,     0.3814
03/31/2024 21:16:01,    23.1892,     7.3025,    15.8866,     0.4202
03/31/2024 21:17:01,    23.7163,     6.7716,    16.9448,     0.3794
03/31/2024 21:18:01,    23.3393,     7.0211,    16.3182,     0.4151
03/31/2024 21:19:01,    23.4710,     8.2855,    15.1855,     0.4393
03/31/2024 21:20:01,    23.4004,     7.6766,    15.7238,     0.2003
03/31/2024 21:21:01,    22.9900,     7.9919,    14.9981,     0.1804
03/31/2024 21:22:01,    22.7640,     8.1671,    14.5969,     0.2664
03/31/2024 21:23:01,    22.6411,     8.7086,    13.9325,     0.2955
03/31/2024 21:24:01,    22.5045,     9.0385,    13.4660,     0.2986
03/31/2024 21:25:01,    22.6902,     8.7943,    13.8959,     0.2226
03/31/2024 21:26:01,    23.2765,     8.8579,    14.4186,     0.2207
03/31/2024 21:27:01,    24.2817,     9.2245,    15.0572,     0.4209
03/31/2024 21:28:01,    24.1713,     9.1319,    15.0394,     0.6357
03/31/2024 21:29:01,    24.5214,     9.2530,    15.2684,     0.6036
03/31/2024 21:30:01,    24.2591,     8.8680,    15.3911,     0.4481
03/31/2024 21:31:01,    25.2358,     8.8423,    16.3936,     0.3560
03/31/2024 21:32:01,    24.8253,     8.6479,    16.1773,     0.3927
03/31/2024 21:33:01,    24.8633,     8.0073,    16.8560,     0.3099
03/31/2024 21:34:01,    23.2843,     8.1656,    15.1187,     0.6144
03/31/2024 21:35:01,    23.3778,     8.6459,    14.7319,     0.8239
03/31/2024 21:36:01,    23.0232,     8.9265,    14.0967,     0.7553
03/31/2024 21:37:01,    22.7075,     8.2268,    14.4808,     0.5390
03/31/2024 21:38:01,    21.9547,     7.8107,    14.1441,     0.4630
03/31/2024 21:39:01,    22.0691,     7.4971,    14.5720,     0.6091
03/31/2024 21:40:01,    21.5181,     7.8562,    13.6619,     0.6239
03/31/2024 21:41:01,    21.6944,     6.7612,    14.9332,     0.4048
03/31/2024 21:42:01,    20.8937,     7.3118,    13.5819,     0.4310
03/31/2024 21:43:01,    20.8193,     6.9327,    13.8866,     0.4770
03/31/2024 21:44:01,    20.9880,     7.3283,    13.6598,     0.4860
03/31/2024 21:45:01,    21.4590,     7.3490,    14.1099,     0.3618
03/31/2024 21:46:01,    20.9940,     7.8603,    13.1337,     0.3458
03/31/2024 21:47:01,    21.1271,     7.5182,    13.6090,     0.3452
03/31/2024 21:48:01,    21.5300,     7.1529,    14.3771,     0.2357
03/31/2024 21:49:01,    22.1875,     6.8729,    15.3146,     0.3885
03/31/2024 21:50:01,    22.6068,     7.6840,    14.9228,     0.5724
03/31/2024 21:51:01,    22.5726,     7.3856,    15.1870,     0.5457
03/31/2024 21:52:01,    22.5390,     8.2130,    14.3260,     0.3492
03/31/2024 21:53:02,    23.2950,     8.5610,    14.7340,     0.2514
03/31/2024 21:54:01,    24.0786,     9.4758,    14.6029,     0.4873
03/31/2024 21:55:01,    24.1770,    10.0812,    14.0958,     0.6123
03/31/2024 21:56:01,    23.3966,     9.9584,    13.4381,     0.5004
03/31/2024 21:57:01,    23.0106,     9.7178,    13.2928,     0.2743
03/31/2024 21:58:01,    23.0982,     9.7697,    13.3286,     0.2968
03/31/2024 21:59:01,    23.5055,     9.1153,    14.3903,     0.2577
03/31/2024 22:00:01,    24.4389,     8.9940,    15.4449,     0.4210
03/31/2024 22:01:01,    23.5803,     8.3187,    15.2616,     0.4388
03/31/2024 22:02:01,    24.5758,     8.1944,    16.3814,     0.4274
03/31/2024 22:03:01,    24.8461,     8.1733,    16.6728,     0.4237
03/31/2024 22:04:01,    24.5190,     7.7768,    16.7422,     0.4839
03/31/2024 22:05:01,    24.5059,     8.1078,    16.3981,     0.4357
03/31/2024 22:06:01,    24.0729,     7.8364,    16.2365,     0.2409
03/31/2024 22:07:01,    24.2950,     7.7928,    16.5023,     0.4222
03/31/2024 22:08:01,    24.7043,     7.9377,    16.7666,     0.3755
03/31/2024 22:09:01,    24.9264,     8.2439,    16.6824,     0.5351
03/31/2024 22:10:01,    25.3871,     8.1662,    17.2209,     0.5869
03/31/2024 22:11:01,    25.4431,     7.6756,    17.7675,     0.4463
03/31/2024 22:12:01,    25.7975,     7.3057,    18.4918,     0.3062
03/31/2024 22:13:01,    25.7553,     7.4283,    18.3270,     0.3156
03/31/2024 22:14:01,    25.0381,     7.3652,    17.6729,     0.2053
03/31/2024 22:15:01,    24.7266,     6.4707,    18.2559,     0.3583
03/31/2024 22:16:01,    24.6760,     6.5931,    18.0829,     0.4577
03/31/2024 22:17:01,    24.1961,     6.4836,    17.7125,     0.4468
03/31/2024 22:18:01,    24.6499,     7.2042,    17.4457,     0.3320
03/31/2024 22:19:01,    24.3323,     7.7402,    16.5920,     0.2825
03/31/2024 22:20:01,    23.9143,     8.2341,    15.6803,     0.2355
03/31/2024 22:21:01,    24.7525,     8.7615,    15.9911,     0.2289
03/31/2024 22:22:01,    24.7041,     8.6587,    16.0454,     0.2728
03/31/2024 22:23:01,    25.6097,     8.7044,    16.9053,     0.5279
03/31/2024 22:24:01,    25.8963,     8.5076,    17.3887,     0.5797
03/31/2024 22:25:01,    25.9902,     8.9413,    17.0489,     0.4461
03/31/2024 22:26:01,    27.2172,     9.0576,    18.1595,     0.6056
03/31/2024 22:27:01,    27.9082,     8.7660,    19.1422,     0.8201
03/31/2024 22:28:01,    27.6706,     8.9296,    18.7411,     0.7900
03/31/2024 22:29:01,    27.4235,     9.3997,    18.0238,     0.5332
03/31/2024 22:30:01,    28.0995,     9.6759,    18.4236,     0.3349
03/31/2024 22:31:01,    28.2170,    10.2388,    17.9782,     0.3294
03/31/2024 22:32:01,    26.9086,    10.2256,    16.6831,     0.3422
03/31/2024 22:33:01,    27.0053,    10.0864,    16.9189,     0.5788
03/31/2024 22:34:01,    27.4675,    10.4613,    17.0062,     0.5969
03/31/2024 22:35:01,    27.4575,    10.1261,    17.3315,     0.4317
03/31/2024 22:36:01,    27.2019,     9.3809,    17.8210,     0.3306
03/31/2024 22:37:01,    26.5631,     9.3343,    17.2288,     0.3391
03/31/2024 22:38:01,    26.9121,     9.6493,    17.2628,     0.3936
03/31/2024 22:39:01,    27.3585,     9.6522,    17.7063,     0.3807
03/31/2024 22:40:01,    26.7255,     9.7494,    16.9761,     0.2898
03/31/2024 22:41:01,    26.4784,     9.4740,    17.0044,     0.3521
03/31/2024 22:42:01,    26.0306,     9.8235,    16.2071,     0.4555
03/31/2024 22:43:01,    25.0678,     9.6757,    15.3921,     0.6144
03/31/2024 22:44:01,    25.4727,     9.2996,    16.1731,     0.5636
03/31/2024 22:45:01,    24.7087,     8.3857,    16.3230,     0.5137
03/31/2024 22:46:01,    23.9008,     7.6543,    16.2465,     0.5279
03/31/2024 22:47:01,    23.7119,     7.1066,    16.6052,     0.5951
03/31/2024 22:48:01,    23.1589,     6.8740,    16.2849,     0.6120
03/31/2024 22:49:01,    22.6553,     7.0065,    15.6489,     0.6061
03/31/2024 22:50:01,    22.0594,     6.9143,    15.1451,     0.6044
03/31/2024 22:51:01,    21.9635,     6.3652,    15.5983,     0.6251
03/31/2024 22:52:01,    21.6340,     6.4156,    15.2183,     0.5268
03/31/2024 22:53:01,    21.6547,     5.6786,    15.9761,     0.3168
03/31/2024 22:54:01,    21.3501,     5.3472,    16.0029,     0.2608
03/31/2024 22:55:01,    21.0409,     5.5872,    15.4537,     0.2513
03/31/2024 22:56:01,    21.4724,     4.9754,    16.4971,     0.3443
03/31/2024 22:57:01,    22.6502,     5.6362,    17.0140,     0.5126
03/31/2024 22:58:01,    22.3240,     5.5454,    16.7786,     0.6575
03/31/2024 22:59:01,    22.8150,     6.1570,    16.6580,     0.6596
03/31/2024 23:00:01,    23.8442,     7.0812,    16.7630,     0.5257
03/31/2024 23:01:01,    23.3583,     7.3024,    16.0560,     0.5632
03/31/2024 23:02:01,    23.9331,     7.7742,    16.1589,     0.5495
03/31/2024 23:03:01,    23.6412,     7.5943,    16.0469,     0.4959
03/31/2024 23:04:01,    23.4693,     7.3902,    16.0791,     0.3209
03/31/2024 23:05:01,    22.9186,     7.2851,    15.6335,     0.5147
03/31/2024 23:06:01,    23.0759,     7.2969,    15.7790,     0.6670
03/31/2024 23:07:01,    22.5442,     7.1911,    15.3531,     0.5290
03/31/2024 23:08:01,    23.8067,     7.3447,    16.4619,     0.3597
03/31/2024 23:09:01,    23.6453,     7.6065,    16.0388,     0.5426
03/31/2024 23:10:01,    24.1624,     8.0644,    16.0980,     0.5712
03/31/2024 23:11:01,    24.5704,     8.4132,    16.1572,     0.6540
03/31/2024 23:12:01,    24.8899,     8.3885,    16.5014,     0.4620
03/31/2024 23:13:01,    24.6847,     8.7578,    15.9268,     0.4663
03/31/2024 23:14:01,    25.6208,     9.3338,    16.2870,     0.3226
03/31/2024 23:15:01,    25.4944,     9.6916,    15.8028,     0.4093
03/31/2024 23:16:01,    26.3957,     9.7029,    16.6928,     0.4901
03/31/2024 23:17:01,    26.1296,     9.8022,    16.3274,     0.5452
03/31/2024 23:18:01,    26.4054,     9.7770,    16.6284,     0.3436
03/31/2024 23:19:01,    26.4996,    10.1520,    16.3476,     0.2765
03/31/2024 23:20:01,    26.8924,    10.2185,    16.6739,     0.2388
03/31/2024 23:21:01,    26.1607,    10.0038,    16.1569,     0.2962
03/31/2024 23:22:01,    25.6236,     9.4109,    16.2127,     0.3442
03/31/2024 23:23:01,    25.1392,     9.2238,    15.9154,     0.5974
03/31/2024 23:24:01,    25.7286,     8.8540,    16.8746,     0.5769
03/31/2024 23:25:01,    26.4233,     8.5499,    17.8734,     0.3998
03/31/2024 23:26:01,    26.5635,     8.1290,    18.4345,     0.4713
03/31/2024 23:27:01,    25.7702,     7.0773,    18.6929,     0.4274
03/31/2024 23:28:01,    25.4719,     6.5532,    18.9188,     0.3203
03/31/2024 23:29:01,    26.0454,     7.0194,    19.0259,     0.4032
03/31/2024 23:30:01,    25.8544,     6.4430,    19.4114,     0.3163
03/31/2024 23:31:01,    25.5455,     6.6282,    18.9173,     0.2407
03/31/2024 23:32:01,    25.3903,     6.9122,    18.4781,     0.2433
03/31/2024 23:33:01,    25.2186,     6.8500,    18.3685,     0.2957
03/31/2024 23:34:01,    25.1472,     7.1117,    18.0355,     0.2044
03/31/2024 23:35:01,    25.9343,     7.0795,    18.8549,     0.1521
03/31/2024 23:36:01,    25.9688,     6.9763,    18.9925,     0.2674
03/31/2024 23:37:01,    25.9453,     7.4321,    18.5132,     0.3524
03/31/2024 23:38:01,    26.5662,     7.2786,    19.2876,     0.4118
03/31/2024 23:39:01,    28.6134,     7.3370,    21.2764,     0.6924
03/31/2024 23:40:01,    28.2085,     7.2038,    21.0047,     1.0362
03/31/2024 23:41:01,    29.6791,     7.1740,    22.5051,     1.2055
03/31/2024 23:42:01,    31.1284,     8.6571,    22.4713,     1.2951
03/31/2024 23:43:01,    31.3899,     8.6714,    22.7185,     1.2212
03/31/2024 23:44:01,    32.2969,     8.7927,    23.5042,     1.1440
03/31/2024 23:45:01,    31.3491,     9.1130,    22.2360,     0.7168
03/31/2024 23:46:01,    29.7887,     9.4374,    20.3513,     0.6481
03/31/2024 23:47:01,    30.8039,     9.9265,    20.8774,     0.7282
03/31/2024 23:48:01,    29.4172,     9.4953,    19.9219,     0.9283
03/31/2024 23:49:01,    29.1081,     8.4606,    20.6475,     0.7247
03/31/2024 23:50:01,    29.5798,     8.6947,    20.8851,     0.6453
03/31/2024 23:51:01,    28.4674,     8.2619,    20.2055,     0.5592
03/31/2024 23:52:01,    28.6019,     8.5278,    20.0742,     0.4307
03/31/2024 23:53:01,    28.8855,     7.9695,    20.9160,     0.3849
03/31/2024 23:54:01,    29.7312,     7.7716,    21.9596,     0.4624
03/31/2024 23:55:01,    29.8432,     8.0828,    21.7604,     0.6036
03/31/2024 23:56:01,    29.8179,     8.0314,    21.7864,     0.4833
03/31/2024 23:57:01,    30.3353,     8.5607,    21.7746,     0.3610
03/31/2024 23:58:01,    30.7447,     8.6465,    22.0982,     0.4303
03/31/2024 23:59:01,    31.0587,     8.3752,    22.6835,     0.6193
04/01/2024 00:00:01,    30.0296,     8.5085,    21.5211,     0.4702
04/01/2024 00:01:01,    29.7475,     8.9984,    20.7491,     0.6262
04/01/2024 00:02:01,    29.9284,     9.4090,    20.5194,     0.7049
04/01/2024 00:03:01,    29.1350,     9.3418,    19.7932,     0.5379
04/01/2024 00:04:01,    27.9689,     8.6225,    19.3464,     0.6063
04/01/2024 00:05:01,    27.7878,     8.7033,    19.0845,     0.8804
04/01/2024 00:06:01,    28.2884,     8.7427,    19.5457,     0.7915
04/01/2024 00:07:01,    28.9128,     8.5770,    20.3359,     0.4295
