Time Stamp, NOXCNC1-INST (PPB), NOCNC1-INST (PPB), NO2CNC1-INST (PPB), STABIL-INST (PPM)
03/31/2024 11:36:01,    25.1948,     7.6842,    17.5106,     0.7244
03/31/2024 11:37:01,    25.1975,     8.1949,    17.0026,     0.6522
03/31/2024 11:38:01,    25.4000,     8.0688,    17.3312,     0.5167
03/31/2024 11:39:01,    25.5903,     7.8485,    17.7417,     0.1663
03/31/2024 11:40:01,    25.2919,     8.1506,    17.1413,     0.2514
03/31/2024 11:41:01,    24.5606,     8.3054,    16.2551,     0.3574
03/31/2024 11:42:01,    25.2520,     8.1318,    17.1202,     0.3783
03/31/2024 11:43:01,    25.3055,     8.5890,    16.7166,     0.3543
03/31/2024 11:44:01,    25.2837,     8.6103,    16.6733,     0.3519
03/31/2024 11:45:01,    24.8331,     8.3317,    16.5014,     0.3073
03/31/2024 11:46:01,    25.3960,     8.4185,    16.9776,     0.2877
03/31/2024 11:47:01,    24.8764,     7.8501,    17.0263,     0.3108
03/31/2024 11:48:01,    24.6524,     7.5823,    17.0701,     0.2899
03/31/2024 11:49:01,    24.8351,     7.6779,    17.1572,     0.3240
03/31/2024 11:50:01,    23.6567,     7.3747,    16.2819,     0.4409
03/31/2024 11:51:01,    22.6484,     7.0605,    15.5879,     0.6293
03/31/2024 11:52:01,    22.7558,     7.1891,    15.5667,     0.7299
03/31/2024 11:53:01,    22.8744,     6.7740,    16.1004,     0.6865
03/31/2024 11:54:01,    23.8427,     7.0602,    16.7825,     0.3914
03/31/2024 11:55:01,    24.4179,     6.8021,    17.6158,     0.5015
03/31/2024 11:56:01,    23.3280,     6.9414,    16.3866,     0.5602
03/31/2024 11:57:01,    24.2849,     6.5584,    17.7264,     0.3952
03/31/2024 11:58:01,    24.1826,     7.5042,    16.6784,     0.3192
03/31/2024 11:59:01,    24.5434,     7.3870,    17.1564,     0.3612
03/31/2024 12:00:01,    24.3852,     7.7857,    16.5995,     0.3416
03/31/2024 12:01:01,    24.1292,     8.2931,    15.8361,     0.2222
03/31/2024 12:02:01,    23.3142,     8.0150,    15.2993,     0.3880
03/31/2024 12:03:01,    23.8567,     9.1409,    14.7159,     0.3772
03/31/2024 12:04:01,    23.7790,     9.3180,    14.4610,     0.2924
03/31/2024 12:05:01,    25.1664,     9.0160,    16.1504,     0.3625
03/31/2024 12:06:01,    25.5902,     9.0507,    16.5395,     0.6802
03/31/2024 12:07:01,    25.2519,     8.5971,    16.6548,     0.6528
03/31/2024 12:08:01,    24.9866,     8.4285,    16.5581,     0.4742
03/31/2024 12:09:01,    24.8261,     8.1567,    16.6694,     0.2121
03/31/2024 12:10:01,    25.0497,     7.0520,    17.9977,     0.1997
03/31/2024 12:11:01,    25.6634,     6.9488,    18.7146,     0.2790
03/31/2024 12:12:01,    25.6929,     6.7651,    18.9278,     0.3922
03/31/2024 12:13:01,    24.7610,     6.9614,    17.7996,     0.3772
03/31/2024 12:14:01,    24.6403,     7.0716,    17.5687,     0.5954
03/31/2024 12:15:01,    24.4522,     8.0310,    16.4212,     0.6742
03/31/2024 12:16:01,    24.7499,     8.2051,    16.5448,     0.5033
03/31/2024 12:17:01,    24.1160,     8.0884,    16.0276,     0.2149
03/31/2024 12:18:01,    23.9877,     8.6800,    15.3077,     0.3108
03/31/2024 12:19:01,    23.7593,     8.6560,    15.1032,     0.4216
03/31/2024 12:20:01,    23.9602,     8.4209,    15.5393,     0.3226
03/31/2024 12:21:01,    24.1671,     8.4895,    15.6776,     0.2295
03/31/2024 12:22:01,    24.2634,     7.4677,    16.7957,     0.2944
03/31/2024 12:23:01,    23.3373,     7.3718,    15.9655,     0.2858
03/31/2024 12:24:01,    23.7546,     7.1729,    16.5817,     0.3521
03/31/2024 12:25:01,    23.8121,     7.1379,    16.6742,     0.3277
03/31/2024 12:26:01,    23.9350,     7.0984,    16.8365,     0.2124
03/31/2024 12:27:01,    23.9015,     6.9817,    16.9198,     0.2058
03/31/2024 12:28:01,    24.3284,     6.9407,    17.3877,     0.2632
03/31/2024 12:29:01,    23.7833,     7.0851,    16.6981,     0.2725
03/31/2024 12:30:01,    24.2589,     7.0899,    17.1690,     0.2535
03/31/2024 12:31:01,    23.7148,     7.5238,    16.1910,     0.2858
03/31/2024 12:32:01,    23.5363,     6.9302,    16.6061,     0.2762
03/31/2024 12:33:01,    23.0572,     6.7937,    16.2635,     0.3273
03/31/2024 12:34:01,    22.4409,     6.9498,    15.4911,     0.4829
03/31/2024 12:35:01,    22.1075,     7.1371,    14.9704,     0.6186
03/31/2024 12:36:01,    22.9998,     7.3819,    15.6179,     0.4708
03/31/2024 12:37:01,    23.1712,     6.9730,    16.1982,     0.4020
03/31/2024 12:38:01,    24.0904,     7.1713,    16.9191,     0.6315
03/31/2024 12:39:01,    24.1183,     7.4343,    16.6839,     0.5436
03/31/2024 12:40:01,    24.3003,     7.6890,    16.6113,     0.5141
03/31/2024 12:41:01,    24.4415,     8.2241,    16.2175,     0.4394
03/31/2024 12:42:01,    24.4981,     8.3026,    16.1955,     0.4111
03/31/2024 12:43:01,    24.6217,     8.6474,    15.9743,     0.2390
03/31/2024 12:44:01,    25.1045,     9.3970,    15.7075,     0.2761
03/31/2024 12:45:01,    24.1775,     9.1675,    15.0100,     0.3432
03/31/2024 12:46:01,    24.2650,     9.7159,    14.5491,     0.3940
03/31/2024 12:47:01,    23.9510,    10.0311,    13.9198,     0.4035
03/31/2024 12:48:01,    23.1678,     9.8063,    13.3614,     0.4223
03/31/2024 12:49:01,    23.4286,    10.3715,    13.0571,     0.3756
03/31/2024 12:50:01,    23.0005,    10.7750,    12.2255,     0.3675
03/31/2024 12:51:01,    22.9464,    10.9065,    12.0398,     0.3445
03/31/2024 12:52:01,    23.1867,    11.2259,    11.9608,     0.2820
03/31/2024 12:53:01,    23.5332,    11.1067,    12.4265,     0.3181
03/31/2024 12:54:01,    23.1494,    10.4957,    12.6537,     0.3033
03/31/2024 12:55:01,    23.2166,    10.6430,    12.5737,     0.2263
03/31/2024 12:56:01,    22.7916,    11.0606,    11.7311,     0.2206
03/31/2024 12:57:01,    22.6765,    10.2735,    12.4030,     0.3986
03/31/2024 12:58:01,    21.8465,     9.7273,    12.1193,     0.4896
03/31/2024 12:59:01,    21.3914,     9.1050,    12.2865,     0.5866
03/31/2024 13:00:01,    20.6667,     9.0008,    11.6659,     0.6906
03/31/2024 13:01:01,    20.5596,     8.3614,    12.1981,     0.6729
03/31/2024 13:02:01,    20.3319,     8.0887,    12.2431,     0.5288
03/31/2024 13:03:01,    19.5861,     7.5755,    12.0106,     0.5464
03/31/2024 13:04:01,    20.2488,     7.9007,    12.3481,     0.4871
03/31/2024 13:05:01,    20.5558,     8.6090,    11.9468,     0.3393
03/31/2024 13:06:01,    20.8262,     8.4910,    12.3352,     0.5585
03/31/2024 13:07:01,    21.0949,     8.2635,    12.8314,     0.5576
03/31/2024 13:08:01,    20.8791,     8.4653,    12.4137,     0.3941
03/31/2024 13:09:01,    20.9616,     8.4665,    12.4951,     0.1918
03/31/2024 13:10:01,    21.2339,     8.5018,    12.7321,     0.1934
03/31/2024 13:11:01,    20.2841,     8.5783,    11.7058,     0.3337
03/31/2024 13:12:01,    19.6724,     8.8691,    10.8033,     0.5059
03/31/2024 13:13:01,    19.4984,     8.7031,    10.7953,     0.7140
03/31/2024 13:14:01,    19.3764,     8.5224,    10.8539,     0.5558
03/31/2024 13:15:01,    20.0463,     8.6203,    11.4259,     0.3466
03/31/2024 13:16:01,    20.5744,     9.0449,    11.5296,     0.4664
03/31/2024 13:17:01,    20.2737,     8.6122,    11.6615,     0.4636
03/31/2024 13:18:01,    20.0245,     8.3232,    11.7013,     0.4134
03/31/2024 13:19:01,    19.9569,     8.2641,    11.6927,     0.2316
03/31/2024 13:20:01,    20.6347,     8.0347,    12.6000,     0.2498
03/31/2024 13:21:01,    20.1559,     8.1510,    12.0049,     0.2563
03/31/2024 13:22:01,    19.2389,     8.1149,    11.1241,     0.3729
03/31/2024 13:23:01,    18.1933,     7.4347,    10.7586,     0.7727
03/31/2024 13:24:01,    18.7132,     7.9368,    10.7763,     0.8787
03/31/2024 13:25:01,    19.2636,     7.9412,    11.3223,     0.6841
03/31/2024 13:26:01,    19.2672,     8.2910,    10.9762,     0.5073
03/31/2024 13:27:01,    19.1881,     7.8858,    11.3023,     0.4826
03/31/2024 13:28:01,    18.1413,     8.2658,     9.8755,     0.4057
03/31/2024 13:29:01,    19.0376,     8.8789,    10.1587,     0.3925
03/31/2024 13:30:01,    19.0599,     8.8699,    10.1900,     0.3161
03/31/2024 13:31:01,    19.0686,     8.9513,    10.1173,     0.3189
03/31/2024 13:32:01,    17.9108,     9.4222,     8.4885,     0.3786
03/31/2024 13:33:01,    18.3249,     9.6151,     8.7098,     0.5651
03/31/2024 13:34:01,    18.5558,    10.0974,     8.4583,     0.5053
03/31/2024 13:35:01,    18.8089,     9.9734,     8.8355,     0.4145
03/31/2024 13:36:01,    18.9674,     9.6753,     9.2921,     0.3539
03/31/2024 13:37:01,    18.8517,    10.1380,     8.7136,     0.1977
03/31/2024 13:38:01,    18.1027,     9.8481,     8.2547,     0.3663
03/31/2024 13:39:01,    17.9745,     8.6129,     9.3616,     0.3710
03/31/2024 13:40:01,    17.2768,     8.3865,     8.8903,     0.5290
03/31/2024 13:41:01,    17.1851,     8.0817,     9.1034,     0.4918
03/31/2024 13:42:01,    16.2300,     7.8303,     8.3997,     0.6983
03/31/2024 13:43:01,    15.8050,     6.7329,     9.0720,     0.7727
03/31/2024 13:44:01,    15.8105,     6.0787,     9.7319,     0.6910
03/31/2024 13:45:01,    15.6320,     6.3169,     9.3150,     0.4462
03/31/2024 13:46:01,    16.1543,     6.5421,     9.6121,     0.2328
03/31/2024 13:47:01,    16.3372,     6.3840,     9.9532,     0.2603
03/31/2024 13:48:01,    16.9648,     5.8108,    11.1540,     0.3138
03/31/2024 13:49:01,    18.1906,     6.4509,    11.7397,     0.7014
03/31/2024 13:50:01,    19.0312,     7.0514,    11.9798,     0.9214
03/31/2024 13:51:01,    19.9393,     7.5299,    12.4094,     1.2429
03/31/2024 13:52:01,    20.9559,     7.3431,    13.6128,     1.1085
03/31/2024 13:53:01,    22.2712,     7.7737,    14.4975,     1.2956
03/31/2024 13:54:01,    23.6991,     8.3674,    15.3317,     1.5116
03/31/2024 13:55:01,    23.2448,     9.0109,    14.2340,     1.4565
03/31/2024 13:56:01,    23.0813,     8.7653,    14.3160,     0.9621
03/31/2024 13:57:01,    22.9989,     7.9619,    15.0370,     0.4711
03/31/2024 13:58:01,    22.6253,     7.9118,    14.7135,     0.3770
03/31/2024 13:59:01,    22.1757,     7.7550,    14.4207,     0.2949
03/31/2024 14:00:01,    21.7875,     7.5906,    14.1970,     0.5358
03/31/2024 14:01:01,    22.3358,     7.2221,    15.1137,     0.5315
03/31/2024 14:02:01,    22.0757,     6.9681,    15.1076,     0.4822
03/31/2024 14:03:01,    22.3584,     7.6112,    14.7473,     0.2716
03/31/2024 14:04:01,    21.4444,     7.8708,    13.5736,     0.3265
03/31/2024 14:05:01,    21.2684,     8.1722,    13.0962,     0.3833
03/31/2024 14:06:01,    20.9456,     7.7580,    13.1876,     0.4677
03/31/2024 14:07:01,    20.4311,     7.2262,    13.2049,     0.4543
03/31/2024 14:08:01,    20.0400,     7.3935,    12.6465,     0.5270
03/31/2024 14:09:01,    19.5689,     7.3018,    12.2671,     0.4491
03/31/2024 14:10:01,    19.8675,     6.8803,    12.9873,     0.4846
03/31/2024 14:11:01,    19.7420,     6.6789,    13.0631,     0.3419
03/31/2024 14:12:01,    18.9746,     6.4996,    12.4750,     0.4100
03/31/2024 14:13:01,    18.8659,     6.4769,    12.3889,     0.4509
03/31/2024 14:14:01,    17.6341,     6.9796,    10.6545,     0.5277
03/31/2024 14:15:01,    17.5756,     6.9218,    10.6538,     0.6873
03/31/2024 14:16:01,    16.8538,     6.8319,    10.0219,     0.7959
03/31/2024 14:17:01,    16.3542,     7.0651,     9.2892,     0.8424
03/31/2024 14:18:01,    16.9132,     7.2281,     9.6851,     0.5325
03/31/2024 14:19:01,    18.1401,     7.6325,    10.5075,     0.4552
03/31/2024 14:20:01,    18.3089,     8.1423,    10.1665,     0.7732
03/31/2024 14:21:01,    18.6136,     8.2840,    10.3296,     0.8730
03/31/2024 14:22:01,    18.0716,     8.4739,     9.5977,     0.5630
03/31/2024 14:23:01,    18.0718,     9.0845,     8.9874,     0.2311
03/31/2024 14:24:01,    18.1981,     9.2979,     8.9002,     0.1908
03/31/2024 14:25:01,    18.0384,     9.6417,     8.3967,     0.2166
03/31/2024 14:26:01,    16.3675,     9.7151,     6.6524,     0.4798
03/31/2024 14:27:01,    15.3053,     9.2261,     6.0792,     1.0369
03/31/2024 14:28:01,    15.6050,     8.7293,     6.8757,     1.1692
03/31/2024 14:29:01,    15.3851,     8.0541,     7.3309,     0.8960
03/31/2024 14:30:01,    15.2911,     7.6424,     7.6487,     0.3714
03/31/2024 14:31:01,    15.1869,     6.9817,     8.2052,     0.2126
03/31/2024 14:32:01,    14.2476,     6.9242,     7.3233,     0.3574
03/31/2024 14:33:02,    14.3342,     6.5386,     7.7956,     0.4594
03/31/2024 14:34:01,    14.0693,     6.6495,     7.4198,     0.4775
03/31/2024 14:35:01,    14.2342,     6.3472,     7.8870,     0.3365
03/31/2024 14:36:01,    13.8271,     6.2914,     7.5357,     0.1864
03/31/2024 14:37:01,    13.2071,     6.0637,     7.1434,     0.3357
03/31/2024 14:38:01,    13.6649,     5.4701,     8.1948,     0.4796
03/31/2024 14:39:01,    13.9841,     4.9632,     9.0209,     0.3975
03/31/2024 14:40:01,    14.6367,     5.8285,     8.8082,     0.3779
03/31/2024 14:41:01,    14.4325,     6.0153,     8.4172,     0.5474
03/31/2024 14:42:01,    14.8431,     6.0081,     8.8350,     0.4386
03/31/2024 14:43:01,    15.1106,     6.5801,     8.5305,     0.3558
03/31/2024 14:44:01,    15.4487,     6.3845,     9.0641,     0.2670
03/31/2024 14:45:01,    14.8741,     7.2713,     7.6027,     0.2904
03/31/2024 14:46:01,    15.1251,     6.9936,     8.1316,     0.2343
03/31/2024 14:47:01,    14.7070,     7.1361,     7.5708,     0.2530
03/31/2024 14:48:01,    15.5227,     6.4603,     9.0624,     0.3047
03/31/2024 14:49:01,    15.9380,     6.6231,     9.3149,     0.4221
03/31/2024 14:50:01,    16.2622,     6.5971,     9.6651,     0.5779
03/31/2024 14:51:01,    16.9305,     6.6434,    10.2871,     0.6762
03/31/2024 14:52:01,    17.9598,     6.8313,    11.1286,     0.7027
03/31/2024 14:53:01,    18.8211,     7.3037,    11.5174,     0.8256
03/31/2024 14:54:01,    19.2189,     8.0434,    11.1755,     0.9732
03/31/2024 14:55:01,    19.0753,     8.6468,    10.4286,     0.8074
03/31/2024 14:56:01,    18.9198,     8.6148,    10.3050,     0.4798
03/31/2024 14:57:01,    18.8889,     9.2377,     9.6512,     0.1781
03/31/2024 14:58:01,    17.8519,     9.8643,     7.9876,     0.3103
03/31/2024 14:59:01,    18.3236,     9.8660,     8.4575,     0.4400
03/31/2024 15:00:01,    17.5316,     9.9061,     7.6254,     0.4359
03/31/2024 15:01:01,    17.0643,     9.7901,     7.2742,     0.4232
03/31/2024 15:02:01,    17.0509,     9.5781,     7.4728,     0.4736
03/31/2024 15:03:01,    17.2889,     9.4731,     7.8157,     0.5118
03/31/2024 15:04:01,    17.6704,     8.8934,     8.7770,     0.3264
03/31/2024 15:05:01,    17.6167,     8.6586,     8.9580,     0.3580
03/31/2024 15:06:01,    16.0659,     7.9009,     8.1649,     0.4046
03/31/2024 15:07:01,    16.0092,     7.7701,     8.2391,     0.6770
03/31/2024 15:08:01,    16.9469,     7.6463,     9.3006,     0.7413
03/31/2024 15:09:01,    16.8330,     7.4736,     9.3594,     0.5083
03/31/2024 15:10:01,    15.5934,     7.6081,     7.9853,     0.4354
03/31/2024 15:11:01,    15.1823,     7.4849,     7.6974,     0.6548
03/31/2024 15:12:01,    15.1086,     7.4153,     7.6933,     0.8140
03/31/2024 15:13:01,    15.8378,     7.4604,     8.3774,     0.5358
03/31/2024 15:14:01,    15.8686,     6.9433,     8.9254,     0.3692
03/31/2024 15:15:01,    15.6253,     7.2502,     8.3751,     0.3725
03/31/2024 15:16:01,    15.7340,     7.2243,     8.5096,     0.2676
03/31/2024 15:17:01,    15.7758,     6.9431,     8.8327,     0.1838
03/31/2024 15:18:01,    16.3636,     7.5215,     8.8421,     0.1805
03/31/2024 15:19:01,    15.8006,     7.5233,     8.2774,     0.2618
03/31/2024 15:20:01,    15.7390,     7.1844,     8.5546,     0.2369
03/31/2024 15:21:01,    15.7544,     7.3046,     8.4498,     0.2835
03/31/2024 15:22:01,    15.3931,     7.0120,     8.3810,     0.3482
03/31/2024 15:23:01,    15.5048,     7.0029,     8.5019,     0.2324
03/31/2024 15:24:01,    15.5219,     7.6300,     7.8919,     0.1758
03/31/2024 15:25:01,    15.3170,     7.4213,     7.8957,     0.1795
03/31/2024 15:26:01,    15.2875,     7.4827,     7.8048,     0.1726
03/31/2024 15:27:01,    15.1521,     7.7657,     7.3864,     0.2706
03/31/2024 15:28:01,    15.0158,     8.0759,     6.9398,     0.2130
03/31/2024 15:29:01,    14.9299,     8.2785,     6.6514,     0.1851
03/31/2024 15:30:01,    14.8569,     8.1904,     6.6665,     0.1151
03/31/2024 15:31:01,    14.8730,     8.3487,     6.5243,     0.1945
03/31/2024 15:32:01,    15.2318,     7.9945,     7.2373,     0.2100
03/31/2024 15:33:01,    15.4060,     8.6114,     6.7946,     0.2438
03/31/2024 15:34:01,    15.0719,     8.4486,     6.6233,     0.2609
03/31/2024 15:35:01,    15.6707,     8.3754,     7.2954,     0.2313
03/31/2024 15:36:01,    16.8742,     8.7114,     8.1628,     0.5132
03/31/2024 15:37:01,    17.1943,     8.3292,     8.8652,     0.7670
03/31/2024 15:38:01,    16.9036,     8.4948,     8.4088,     0.7785
03/31/2024 15:39:01,    16.9299,     8.3160,     8.6139,     0.4438
03/31/2024 15:40:01,    16.8190,     8.1280,     8.6910,     0.1655
03/31/2024 15:41:01,    16.9427,     7.6092,     9.3334,     0.1638
03/31/2024 15:42:01,    15.9979,     6.7367,     9.2612,     0.2996
03/31/2024 15:43:01,    15.1060,     6.6861,     8.4199,     0.6720
03/31/2024 15:44:01,    15.1432,     6.4862,     8.6570,     0.7772
03/31/2024 15:45:01,    15.3455,     6.4980,     8.8475,     0.5807
03/31/2024 15:46:01,    15.5354,     6.5409,     8.9944,     0.2648
03/31/2024 15:47:01,    16.0256,     6.7420,     9.2836,     0.3302
03/31/2024 15:48:01,    16.5228,     7.4032,     9.1197,     0.3471
03/31/2024 15:49:01,    16.7560,     7.3743,     9.3817,     0.5032
03/31/2024 15:50:01,    16.7432,     7.4850,     9.2582,     0.4952
03/31/2024 15:51:01,    16.7077,     7.8880,     8.8197,     0.4159
03/31/2024 15:52:01,    16.5718,     8.1026,     8.4693,     0.3250
03/31/2024 15:53:01,    16.6868,     8.3505,     8.3363,     0.3522
03/31/2024 15:54:01,    16.5698,     8.0188,     8.5511,     0.3326
03/31/2024 15:55:01,    16.1722,     8.6274,     7.5448,     0.3177
03/31/2024 15:56:01,    16.8090,     9.0631,     7.7459,     0.2889
03/31/2024 15:57:01,    16.5114,     9.1318,     7.3796,     0.2255
03/31/2024 15:58:01,    17.3400,     9.3640,     7.9760,     0.2405
03/31/2024 15:59:01,    16.6486,     8.6928,     7.9558,     0.3710
03/31/2024 16:00:01,    17.1723,     8.3712,     8.8011,     0.3262
03/31/2024 16:01:01,    18.0546,     8.0281,    10.0265,     0.4275
03/31/2024 16:02:01,    17.9781,     7.7681,    10.2099,     0.4995
03/31/2024 16:03:01,    17.5941,     7.6731,     9.9210,     0.5291
03/31/2024 16:04:01,    17.7882,     7.8585,     9.9297,     0.2819
03/31/2024 16:05:01,    17.4548,     8.1190,     9.3359,     0.1739
03/31/2024 16:06:01,    18.2589,     8.9024,     9.3565,     0.1829
03/31/2024 16:07:01,    18.2683,     9.4119,     8.8563,     0.3102
03/31/2024 16:08:01,    18.4809,     9.9190,     8.5618,     0.3753
03/31/2024 16:09:01,    18.3855,     9.2698,     9.1157,     0.3756
03/31/2024 16:10:01,    18.9297,     9.5262,     9.4034,     0.2642
03/31/2024 16:11:01,    19.1589,     9.3153,     9.8436,     0.4141
03/31/2024 16:12:01,    19.3688,     9.6712,     9.6977,     0.4794
03/31/2024 16:13:01,    19.9212,     9.7347,    10.1865,     0.4080
03/31/2024 16:14:01,    19.4606,     9.4216,    10.0389,     0.2543
03/31/2024 16:15:01,    19.7989,     9.4977,    10.3012,     0.1900
03/31/2024 16:16:01,    18.7969,     9.3427,     9.4542,     0.3065
03/31/2024 16:17:01,    18.2480,     9.1218,     9.1263,     0.5712
03/31/2024 16:18:01,    17.5634,     8.5952,     8.9682,     0.7564
03/31/2024 16:19:01,    17.1936,     8.1380,     9.0556,     0.8257
03/31/2024 16:20:01,    15.8015,     7.9248,     7.8766,     0.8563
03/31/2024 16:21:01,    15.2003,     7.2849,     7.9155,     0.9999
03/31/2024 16:22:01,    14.8713,     6.7426,     8.1287,     1.0189
03/31/2024 16:23:01,    16.0109,     6.5569,     9.4540,     0.6758
03/31/2024 16:24:01,    15.8095,     6.5941,     9.2154,     0.4761
03/31/2024 16:25:01,    15.2415,     6.5474,     8.6941,     0.4675
03/31/2024 16:26:01,    14.9504,     6.4703,     8.4801,     0.3948
03/31/2024 16:27:01,    15.5018,     6.0472,     9.4547,     0.4427
03/31/2024 16:28:01,    15.6364,     6.7652,     8.8713,     0.2938
03/31/2024 16:29:01,    14.8738,     7.4476,     7.4263,     0.2972
03/31/2024 16:30:01,    14.6707,     6.9503,     7.7205,     0.3291
03/31/2024 16:31:01,    14.3648,     6.5328,     7.8321,     0.3880
03/31/2024 16:32:01,    15.0921,     6.8383,     8.2538,     0.4171
03/31/2024 16:33:01,    16.0946,     7.1953,     8.8993,     0.4251
03/31/2024 16:34:01,    33.4785,     7.1356,    26.3429,     4.9244
03/31/2024 16:35:01,    21.6000,     9.2053,    12.3947,     5.2119
03/31/2024 16:36:01,    17.8033,     9.4982,     8.3051,     4.9770
03/31/2024 16:37:01,    17.4963,     9.6633,     7.8331,     4.7058
03/31/2024 16:38:01,    16.6232,     9.5988,     7.0244,     3.7760
03/31/2024 16:39:01,    16.6129,     9.0577,     7.5552,     1.2823
03/31/2024 16:40:01,    16.1981,     9.4464,     6.7517,     0.5941
03/31/2024 16:41:01,    16.8648,    10.1342,     6.7305,     0.3605
03/31/2024 16:42:01,    16.9962,    10.2391,     6.7570,     0.2708
03/31/2024 16:43:01,    17.3984,    10.7159,     6.6825,     0.4056
03/31/2024 16:44:01,    17.0974,    10.3429,     6.7545,     0.3727
03/31/2024 16:45:01,    17.1524,    10.8278,     6.3245,     0.1943
03/31/2024 16:46:01,    17.8360,    10.7025,     7.1335,     0.1701
03/31/2024 16:47:01,    17.9445,    10.3286,     7.6159,     0.3661
03/31/2024 16:48:01,    17.4927,     9.4074,     8.0853,     0.3669
03/31/2024 16:49:01,    17.4589,     9.1271,     8.3319,     0.3155
03/31/2024 16:50:01,    17.6552,     9.1664,     8.4887,     0.2996
03/31/2024 16:51:01,    17.6490,     9.0833,     8.5657,     0.2267
03/31/2024 16:52:01,    17.2697,     8.8358,     8.4339,     0.1723
03/31/2024 16:53:01,    16.8863,     8.6336,     8.2527,     0.2443
03/31/2024 16:54:01,    16.6705,     8.5382,     8.1323,     0.3635
03/31/2024 16:55:01,    15.9790,     9.0065,     6.9725,     0.4809
03/31/2024 16:56:01,    16.1898,     8.4370,     7.7529,     0.4578
03/31/2024 16:57:01,    16.2389,     7.9257,     8.3133,     0.3207
03/31/2024 16:58:01,    16.5330,     8.5161,     8.0169,     0.1932
03/31/2024 16:59:01,    16.5946,     8.1063,     8.4883,     0.3241
03/31/2024 17:00:01,    17.1395,     8.1130,     9.0265,     0.3518
03/31/2024 17:01:01,    16.9167,     8.1809,     8.7358,     0.3847
03/31/2024 17:02:01,    17.3346,     7.9343,     9.4003,     0.2353
03/31/2024 17:03:01,    16.7127,     7.8988,     8.8139,     0.2031
03/31/2024 17:04:01,    16.7603,     8.3153,     8.4450,     0.2323
03/31/2024 17:05:01,    16.0968,     7.4728,     8.6240,     0.2598
03/31/2024 17:06:01,    16.4921,     7.7197,     8.7724,     0.3305
03/31/2024 17:07:01,    16.6947,     8.5349,     8.1598,     0.2227
03/31/2024 17:08:01,    16.5277,     8.2093,     8.3185,     0.2516
03/31/2024 17:09:01,    16.3560,     9.0190,     7.3370,     0.2473
03/31/2024 17:10:01,    17.2285,     9.1402,     8.0883,     0.2642
03/31/2024 17:11:01,    17.7020,     9.1766,     8.5254,     0.5461
03/31/2024 17:12:01,    16.9968,     9.6304,     7.3664,     0.5759
03/31/2024 17:13:01,    17.0467,     9.6890,     7.3577,     0.4944
03/31/2024 17:14:01,    16.0688,     9.2705,     6.7983,     0.5065
03/31/2024 17:15:01,    17.1576,     8.7782,     8.3794,     0.4116
03/31/2024 17:16:01,    16.9146,     7.8772,     9.0374,     0.3938
03/31/2024 17:17:01,    16.0186,     7.8003,     8.2183,     0.4721
03/31/2024 17:18:01,    15.8566,     7.5793,     8.2772,     0.6193
03/31/2024 17:19:01,    15.7093,     7.8896,     7.8197,     0.6671
03/31/2024 17:20:01,    16.2772,     7.6320,     8.6452,     0.3718
03/31/2024 17:21:01,    15.7841,     7.6783,     8.1057,     0.1758
03/31/2024 17:22:01,    15.0241,     7.8227,     7.2015,     0.2888
03/31/2024 17:23:01,    15.3717,     7.8081,     7.5635,     0.3164
03/31/2024 17:24:01,    15.3641,     7.8983,     7.4658,     0.3236
03/31/2024 17:25:01,    15.4210,     8.1245,     7.2965,     0.1808
03/31/2024 17:26:01,    15.3448,     7.8966,     7.4482,     0.1529
03/31/2024 17:27:01,    14.6925,     7.7800,     6.9124,     0.2651
03/31/2024 17:28:01,    14.7225,     7.7473,     6.9752,     0.3848
03/31/2024 17:29:01,    14.4520,     7.9237,     6.5283,     0.3899
03/31/2024 17:30:01,    14.6463,     7.9308,     6.7155,     0.2738
03/31/2024 17:31:01,    14.9258,     7.8661,     7.0597,     0.2105
03/31/2024 17:32:01,    14.8352,     7.5492,     7.2859,     0.1978
03/31/2024 17:33:01,    15.3717,     8.6592,     6.7125,     0.2371
03/31/2024 17:34:01,    16.6744,     8.7739,     7.9006,     0.6165
03/31/2024 17:35:01,    16.9351,     9.6087,     7.3263,     0.8470
03/31/2024 17:36:01,    17.3990,     9.6229,     7.7761,     0.8661
03/31/2024 17:37:01,    16.9234,     9.3253,     7.5981,     0.5513
03/31/2024 17:38:01,    16.6442,     9.2246,     7.4196,     0.2985
03/31/2024 17:39:01,    16.6404,     8.5715,     8.0689,     0.2740
03/31/2024 17:40:01,    15.5147,     7.9778,     7.5369,     0.4336
03/31/2024 17:41:01,    15.1303,     7.5335,     7.5968,     0.6680
03/31/2024 17:42:01,    14.9596,     7.6858,     7.2739,     0.7950
03/31/2024 17:43:01,    14.7978,     7.8333,     6.9646,     0.6528
03/31/2024 17:44:01,    15.5908,     8.2337,     7.3571,     0.3237
03/31/2024 17:45:01,    16.1834,     7.8929,     8.2905,     0.5696
03/31/2024 17:46:01,    15.6910,     8.1912,     7.4998,     0.6023
03/31/2024 17:47:01,    16.0303,     7.9757,     8.0546,     0.5197
03/31/2024 17:48:01,    15.9350,     8.3818,     7.5532,     0.2218
03/31/2024 17:49:01,    15.7790,     7.8136,     7.9654,     0.1606
03/31/2024 17:50:01,    15.4802,     7.4640,     8.0162,     0.1421
03/31/2024 17:51:01,    15.0190,     7.5557,     7.4632,     0.3177
