11/3/2010 00:34,2,femtoamp,,2
11/3/2010 00:34,2,femtoamp,,2
11/3/2010 00:34,2,femtoamp,,2
11/3/2010 00:34,4,femtoamp,,4
11/3/2010 00:34,4,femtoamp,,4
11/3/2010 00:34,6,femtoamp,,6
11/3/2010 00:34,6,femtoamp,,6
11/3/2010 00:35,6,femtoamp,,6
11/3/2010 00:35,6,femtoamp,,6
11/3/2010 00:35,4,femtoamp,,4
11/3/2010 00:35,4,femtoamp,,4
11/3/2010 00:35,4,femtoamp,,4
11/3/2010 00:35,-9999,femtoamp,,0
11/3/2010 00:35,6,femtoamp,,6
11/3/2010 00:35,4,femtoamp,,4
11/3/2010 00:36,6,femtoamp,,6
11/3/2010 00:36,4,femtoamp,,4
11/3/2010 00:36,4,femtoamp,,4
11/3/2010 00:36,4,femtoamp,,
11/3/2010 00:36,2,nanogm/m3,,
11/3/2010 00:36,2,nanogm/m3,,
11/3/2010 00:36,2,nanogm/m3,,
11/3/2010 00:37,4,nanogm/m3,,
11/3/2010 00:37,2,nanogm/m3,,
11/3/2010 00:37,2,nanogm/m3,,
11/3/2010 00:37,2,nanogm/m3,,
11/3/2010 00:37,2,nanogm/m3,,
11/3/2010 00:37,2,nanogm/m3,,
11/3/2010 00:37,2,nanogm/m3,,
11/3/2010 00:37,2,nanogm/m3,,
11/3/2010 00:38,2,nanogm/m3,,
11/3/2010 00:38,4,nanogm/m3,,
11/3/2010 00:38,8,nanogm/m3,,
11/3/2010 00:38,8,nanogm/m3,,
11/3/2010 00:38,8,nanogm/m3,,
10/7/2022 14:13,8,nanogm/m3,,
10/7/2022 14:13,4,nanogm/m3,,
10/7/2022 14:13,4,nanogm/m3,,
10/7/2022 14:13,4,nanogm/m3,,
10/7/2022 14:13,4,nanogm/m3,,
10/7/2022 14:14,6,nanogm/m3,,
10/7/2022 14:14,6,nanogm/m3,,
10/7/2022 14:14,6,nanogm/m3,,
10/7/2022 14:14,4,nanogm/m3,,
10/7/2022 14:14,4,nanogm/m3,,
10/7/2022 14:14,2,nanogm/m3,,
10/7/2022 14:14,2,nanogm/m3,,
10/7/2022 14:14,2,nanogm/m3,,
10/7/2022 14:15,2,nanogm/m3,,
10/7/2022 14:15,2,nanogm/m3,,
10/7/2022 14:15,2,nanogm/m3,,
10/7/2022 14:15,2,nanogm/m3,,
10/7/2022 14:15,2,nanogm/m3,,
10/7/2022 14:15,0,nanogm/m3,,
10/7/2022 14:15,2,nanogm/m3,,
10/7/2022 14:16,2,nanogm/m3,,
10/7/2022 14:16,4,nanogm/m3,,
10/7/2022 14:16,4,nanogm/m3,,
10/7/2022 14:16,6,nanogm/m3,,
10/7/2022 14:16,6,nanogm/m3,,
10/7/2022 14:16,4,nanogm/m3,,
10/7/2022 14:16,4,nanogm/m3,,
10/7/2022 14:16,4,nanogm/m3,,
10/7/2022 14:17,4,nanogm/m3,,
10/7/2022 14:17,6,nanogm/m3,,
10/7/2022 14:17,6,nanogm/m3,,
10/7/2022 14:17,4,nanogm/m3,,
