Time Stamp, SMPFLW-AVG (cc/m), O3FLOW-AVG (cc/m), RCPRES-AVG (InHg), SMPPRS-AVG (InHg), RCTEMP-AVG (DegC), PMTTMP-AVG (DegC), CNVTMP-AVG (DegC), BOXTMP-AVG (DegC), MFTEMP-AVG (DegC), AZERO-AVG (mV), HVPS-AVG (Volts)
03/31/2024 00:00:03,     478.91,      83.50,      11.68,      27.28,      49.99,       6.95,     315.57,      31.55,     -30.93,      30.45,      744.0
04/01/2024 00:00:03,     479.72,      83.67,      11.71,      27.32,      49.99,       6.95,     315.36,      31.41,     -30.93,      30.01,      744.0
